kappa,length_um,split_ratio
0.011794871794871795,7.155778894472362,0.007106713073770871
0.011794871794871795,7.402010050251256,0.007602948861448034
0.011794871794871795,7.648241206030151,0.008115797595767107
0.011794871794871795,7.894472361809045,0.008645241973763668
0.011794871794871795,8.14070351758794,0.009191264132554132
0.011794871794871795,8.386934673366834,0.009753845649938428
0.011794871794871795,8.633165829145728,0.01033296754502155
0.011794871794871795,8.879396984924623,0.010928610278853947
0.011794871794871795,9.125628140703517,0.011540753755090737
0.011794871794871795,9.371859296482413,0.012169377320669765
0.011794871794871795,9.618090452261306,0.012814459766508373
0.011794871794871795,9.864321608040202,0.013475979328219017
0.011794871794871795,10.110552763819095,0.014153913686843524
0.011794871794871795,10.35678391959799,0.014848239969606165
0.011794871794871795,10.603015075376884,0.015558934750685312
0.011794871794871795,10.84924623115578,0.016285974052003823
0.011794871794871795,11.095477386934673,0.01702933334403802
0.011794871794871795,11.341708542713569,0.017788987546645346
0.011794871794871795,11.587939698492463,0.018564911029910418
0.011794871794871795,11.834170854271358,0.019357077615009915
0.011794871794871795,12.080402010050252,0.02016546057509565
0.011794871794871795,12.326633165829147,0.020990032636196487
0.011794871794871795,12.57286432160804,0.02183076597813838
0.011794871794871795,12.819095477386934,0.022687632235483066
0.011794871794871795,13.06532663316583,0.023560602498485118
0.011794871794871795,13.311557788944723,0.024449647314067225
0.011794871794871795,13.557788944723619,0.02535473668681402
0.011794871794871795,13.804020100502512,0.02627584007998401
0.011794871794871795,14.050251256281408,0.027212926416539916
0.011794871794871795,14.296482412060302,0.028165964080197125
0.011794871794871795,14.542713567839197,0.029134920916490413
0.011794871794871795,14.78894472361809,0.030119764233858818
0.011794871794871795,15.035175879396986,0.031120460804748583
0.011794871794871795,15.28140703517588,0.032136976866734245
0.011794871794871795,15.527638190954775,0.03316927812365775
0.011794871794871795,15.773869346733669,0.034217329746785506
0.011794871794871795,16.020100502512562,0.035281096375983596
0.011794871794871795,16.266331658291456,0.036360542120910604
0.011794871794871795,16.512562814070353,0.037455630562228746
0.011794871794871795,16.758793969849247,0.03856632475283235
0.011794871794871795,17.00502512562814,0.039692587219094674
0.011794871794871795,17.251256281407034,0.04083437996213205
0.011794871794871795,17.49748743718593,0.041991664459086045
0.011794871794871795,17.743718592964825,0.043164401664423
0.011794871794871795,17.98994974874372,0.04435255201125163
0.011794871794871795,18.236180904522612,0.04555607541265777
0.011794871794871795,18.48241206030151,0.04677493126305697
0.011794871794871795,18.728643216080403,0.04800907843956441
0.011794871794871795,18.974874371859297,0.049258475303382426
0.011794871794871795,19.22110552763819,0.05052307970120529
0.011794871794871795,19.467336683417088,0.051802848966641495
0.011794871794871795,19.71356783919598,0.05309773992165308
0.011794871794871795,19.959798994974875,0.05440770887801271
0.011794871794871795,20.20603015075377,0.0557327116387774
0.011794871794871795,20.452261306532666,0.05707270349977989
0.011794871794871795,20.69849246231156,0.05842763925113668
0.011794871794871795,20.944723618090453,0.05979747317877355
0.011794871794871795,21.190954773869347,0.06118215906596788
0.011794871794871795,21.43718592964824,0.06258165019490787
0.011794871794871795,21.683417085427138,0.0639958993482688
0.011794871794871795,21.92964824120603,0.0654248588108061
0.011794871794871795,22.175879396984925,0.06686848037096521
0.011794871794871795,22.42211055276382,0.0683267153225081
0.011794871794871795,22.668341708542716,0.06979951446615681
0.011794871794871795,22.91457286432161,0.07128682811125298
0.011794871794871795,23.160804020100503,0.07278860607743477
0.011794871794871795,23.407035175879397,0.07430479769632958
0.011794871794871795,23.653266331658294,0.07583535181326388
0.011794871794871795,23.899497487437188,0.07738021678898864
0.011794871794871795,24.14572864321608,0.07893934050142204
0.011794871794871795,24.391959798994975,0.08051267034740783
0.011794871794871795,24.63819095477387,0.08210015324449
0.011794871794871795,24.884422110552766,0.0837017356327039
0.011794871794871795,25.13065326633166,0.08531736347638319
0.011794871794871795,25.376884422110553,0.08694698226598295
0.011794871794871795,25.623115577889447,0.08859053701991888
0.011794871794871795,25.869346733668344,0.09024797228642219
0.011794871794871795,26.115577889447238,0.09191923214541053
0.011794871794871795,26.36180904522613,0.09360426021037466
0.011794871794871795,26.608040201005025,0.09530299963028097
0.011794871794871795,26.854271356783922,0.09701539309148936
0.011794871794871795,27.100502512562816,0.0987413828196872
0.011794871794871795,27.34673366834171,0.1004809105818383
0.011794871794871795,27.592964824120603,0.10223391768814791
0.011794871794871795,27.8391959798995,0.1040003449940427
0.011794871794871795,28.085427135678394,0.10578013290216615
0.011794871794871795,28.331658291457288,0.10757322136438938
0.011794871794871795,28.57788944723618,0.10937954988383733
0.011794871794871795,28.824120603015075,0.11119905751692946
0.011794871794871795,29.070351758793972,0.11303168287543623
0.011794871794871795,29.316582914572866,0.11487736412855004
0.011794871794871795,29.56281407035176,0.11673603900497158
0.011794871794871795,29.809045226130653,0.1186076447950106
0.011794871794871795,30.05527638190955,0.12049211835270177
0.011794871794871795,30.301507537688444,0.1223893960979351
0.011794871794871795,30.547738693467338,0.12429941401860113
